"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
7.08537843598354,204.890455471336,20791.318980747,7.30021187318476,368.516441349803,361.157538670236,10.3797830780847,86.9909704615088,0.98771179354388,0
3.71608007538699,129.422920514944,18630.0578579703,6.635245883862,334.564289578688,379.446629846305,15.1800131163573,56.3290762845176,1.50021875831414,0
8.0991241892984,224.236259393558,19909.5417322924,9.27588360269409,334.564289578688,267.907976361268,16.868636929551,66.4200925117637,1.01864458322139,0
8.31676588421468,214.373394085623,22018.4174407753,8.05933237743854,356.886135643057,232.490570345116,18.4365244954933,100.34167436508,1.54292351227903,0
9.09222345629096,181.101509236125,17978.9863389263,6.54659997420794,310.135737524204,254.982920564381,11.5582794434464,31.9979927274247,1.35835847514334,0
5.58408663845609,188.313323769616,28748.6877390461,7.54486878877965,326.678362911674,179.499466197432,8.39973464015276,54.9178618419945,0.853236075852174,0
10.2238621645288,248.07173527014,28749.7165435282,7.5134084658313,393.663395515096,181.53704544502,13.7896953175199,84.6035561740236,0.890996245644926,0
8.63584871850073,203.361522584571,13672.0917639016,4.5630086855997,303.309771159281,303.748892763167,12.3638166987053,62.7983089629252,1.46714157181516,0
7.08537843598354,118.988579090252,14285.5838542245,7.80417355307309,268.646940746221,249.200362157607,12.7060489686579,53.9288457675122,1.19833906031921,0
11.1802844707216,227.231469237975,25484.5084909879,9.07720001691439,404.04163468409,360.886708147901,17.927806411285,71.9766010322192,1.45685397888517,0
7.36064010583826,165.520797259529,32452.6144091439,7.55070090670411,326.624353455602,272.245388477048,15.5868104380331,78.7400156643048,1.22076392761749,0
7.97452164892387,218.693300488666,18767.6566818135,8.11038450112387,334.564289578688,233.022867495711,14.5257456975932,76.4859111796516,1.3372393694466,0
7.11982438426455,156.704993340392,18730.8136533427,3.60603609050572,282.344050473961,222.537617447644,15.9295359088257,79.5007783369744,1.14858540777397,0
7.08537843598354,150.174923395136,27331.3619619278,6.83822347068751,299.415781346858,243.047574288494,19.3708071812321,76.5099955279583,1.4713247276583,0
7.49623220797336,205.344982158185,28388.004886737,5.07255777384063,334.564289578688,284.573025492932,13.2283110992245,70.3002126469244,1.59246077907513,0
6.34727176053932,186.732880660576,41065.2347645394,9.62959627648058,364.48768724676,330.71570041194,11.5397811915394,75.0716172866378,1.45878276356397,0
7.05178580001685,211.049406060546,30980.6007867889,10.0947960116614,334.564289578688,201.690411036353,20.3970218407225,56.6516037897933,1.42280961916873,0
9.18156000715154,273.813806659801,24041.3262800613,6.9049897264701,398.350516822278,305.903770791794,13.3873407802255,71.4573622129516,1.50122026539304,0
8.97546434753396,279.357166770092,19460.3981312321,6.20432085889247,334.564289578688,276.124153593823,12.888759054304,63.821237096664,0.812028530101758,0
7.37105030242953,214.496610457157,25630.3200369997,4.43266929037212,335.754438596065,300.745312946711,12.5091639404987,62.7972771526613,0.853433049204972,0
7.08537843598354,227.435048351156,22305.5674137414,10.3339178882187,334.564289578688,355.084855334748,16.3316932826945,45.3828151778709,1.37780754785972,0
6.6602120261181,168.283746856518,30944.3635912427,5.85876913054758,310.930858317878,335.149630400604,17.8842351929648,77.0423180517003,1.24990041369987,0
7.08537843598354,215.977858688068,17107.2242258276,5.60706045308712,326.943977743867,279.203964142495,14.1890622061237,59.8554758261539,1.81975031867624,0
3.9024756859151,196.903246708321,21167.5000989688,6.99631158629877,334.564289578688,284.466484804415,16.6090331557899,90.1816758847452,1.5095075654423,0
5.40030178072947,140.73906225114,17266.5934219231,10.0568524840335,328.358240698684,302.639406896275,11.2563811669095,56.9319064457562,1.60826212992251,0
6.51441509325168,198.767351259456,21218.7028711902,8.67093691991312,323.596349010132,264.505888056662,14.899999566697,79.8478428137256,1.73362835884659,0
3.44506186438521,207.926260187994,33424.7686784948,8.78214748077349,384.007005801721,282.742960431321,13.8059022112708,30.2845971980027,1.39479898967628,0
7.08537843598354,145.768180602173,13224.935638977,7.90644472060614,304.001992797415,191.354026559957,12.7295247205423,49.5368488020219,1.33495704252386,0
7.08537843598354,266.421018068117,26362.9650123093,7.70006346972913,395.389490341846,233.267268290392,10.3489507574378,53.0083813539204,1.3305214159331,0
7.08537843598354,148.153061445087,15193.4134739672,9.04683270725723,307.011792622565,360.835035728055,16.5686555679974,52.6761850342098,2.01272831772786,0
7.18144858082917,209.62560053629,15196.2299874838,5.99467864644997,338.336431077487,218.951223222523,7.92259833302262,71.5379532557936,1.69628666304626,0
9.82548990813439,190.756618287004,19677.892465552,6.75754073141394,334.564289578688,289.815190321433,16.8990378000164,47.0819711857777,0.952490808683728,0
10.4332909828044,117.791229550397,22326.8920457187,8.16150481072833,307.707508611824,264.311573625813,12.8907085645118,65.7334783893828,1.68577017217191,0
7.41414819633624,235.044534487371,32555.8525370737,6.8459520238449,387.175316477357,263.669353066888,10.2448150683598,44.4892972522603,1.05354148941088,0
7.08537843598354,232.280452023532,14787.2062648582,5.47491483173313,334.564289578688,245.748302735845,12.1669371450517,86.0807274844409,1.67638890802691,0
5.11581706377122,191.952742974859,19620.5453286122,6.06071299498933,323.83638391363,282.718962767916,10.9664861529535,49.2382313227357,1.30069625588125,0
3.64162977747338,183.908722261827,24752.0724597554,5.53831413348136,286.059556049271,292.390461402266,9.03406675271333,73.5946567566564,1.15478434505167,0
5.61806440590915,304.235912112317,17281.9751684116,6.10108350510192,334.564289578688,255.6618024199,12.2650015775136,81.588992456499,0.965515647101491,0
7.08537843598354,143.453731311923,19942.2732181848,5.89075458310612,334.564289578688,273.363629748417,22.4698919883569,53.1240942189588,0.969187971731113,0
9.26718753076355,198.614394719096,24683.7235660297,6.11061242139319,328.077533201469,254.001247397067,16.4719693531551,30.383314574642,1.44133488187276,0
7.08537843598354,233.858995691212,11703.9239070479,4.59938794342173,309.03932035276,223.615764820675,18.338892549806,42.6774652827194,1.17000134819684,0
